,carname,price,milage,hubraum,transmission,num_seats,num_doors,emission_class,car_type,num_owners,age,power_ps,power_kw,Schaden,Model,amg,mc_laren,blk_series,blue_eff,g_pow,brabus,avantgarde,elegance,tag_63,tag_65,tag_55,tüv,E10,biodiesel,pflanzenöl,electric,fueltype
5302,Mercedes-Benz GLE 350d 4M AMG-Line Airmatic Comand Panorama,35850.0,134500.0,2987.0,Automatik,5,4/5,Euro6,suv,1,3.5,258.0,190.0,without,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5303,Mercedes-Benz C 180 Cabr. AMG+AIRCAP+AIRSCARF+KAMERA+LED+NAVI,35980.0,6865.0,1595.0,Automatik,4,2/3,Euro6d-TEMP,cabrio,1,-0.08333333333333333,156.0,115.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5304,Mercedes-Benz C 350 e AMG+Burmester+Comand+360°+LED+Keyless,34885.0,35119.0,1991.0,Automatik,5,4/5,Euro6,limousine,1,1.6666666666666667,211.0,155.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
5305,Mercedes-Benz V 250 BT ED/L Edition Comand/Kamera/LED/AHK/7G,38869.0,99441.0,2143.0,Automatik,na,4/5,Euro6,van,1,2.0833333333333335,190.0,140.0,without,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5306,Mercedes-Benz V 250 BT ED/L Edition Comand/Kamera/LED/AHK/7G,38869.0,99441.0,2143.0,Automatik,na,4/5,Euro6,kombi,1,2.0833333333333335,190.0,140.0,without,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5307,"Mercedes-Benz CLA 220 AMG,Nightp.,Navi,PDC,LED,PanoDach,Kamera",37439.0,4731.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,0.16666666666666663,190.0,140.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5308,"Mercedes-Benz CLA 220 SB AMG,Nightp.,Navi,PDC,LED,Kamera",37939.0,10651.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.25,190.0,140.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5310,Mercedes-Benz E 350 d T4M All-Terrain/Widescreen/ABC/Burm*360°,35990.0,100000.0,2987.0,Automatik,5,na,Euro6,kombi,1,2.1666666666666665,258.0,190.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5311,"Mercedes-Benz GL 350 BT 4M AMG/360°Kam/Pano/Totw/Luft*21""LM-F.",38490.0,100000.0,2987.0,Automatik,7,4/5,Euro6,suv,2,4.333333333333333,258.0,190.0,without,GL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5312,Mercedes-Benz V 250 EDITION/SCORE/KAMERA/NAVI/LED(ILS)/ Spur-P,36269.0,53222.0,2143.0,Automatik,7,4/5,Euro6,van,1,3.1666666666666665,190.0,140.0,without,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5313,"Mercedes-Benz V 250 AVANTGARDE EDITION/ALLRAD/4*4/AHK2,5t/COMA",37869.0,92043.0,2143.0,Automatik,6,4/5,Euro6,van,1,3.1666666666666665,190.0,140.0,without,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5314,Mercedes-Benz V 250 EDITION/8SITZE/KAMERA/LED(ILS)/7G-TRONIC/,35270.0,108575.0,2143.0,Automatik,8,4/5,Euro6,van,1,1.9166666666666667,190.0,140.0,without,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5315,Mercedes-Benz V 220 d AVANTGARDE EDITION/EXTRALANG/COMAND/LED(,36269.0,63456.0,2143.0,Automatik,7,4/5,Euro6,van,1,4.083333333333333,163.0,120.0,without,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5316,"Mercedes-Benz Sprinter 316 CDI MAXI PRITSCHE/4325/AHK3,5t/AUTO",36272.0,11710.0,2143.0,Automatik,3,2/3,na,van,1,0.25,163.0,120.0,without,Sprinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5317,Mercedes-Benz Mercedes Benz Cls 350 4-Matic AMG Einzelst...,35000.0,107000.0,2980.701886792453,Automatik,na,na,na,sport,na,4.416666666666667,265.0,195.0,na,CL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5318,Mercedes-Benz X 250 4Matic Power Edition Hardcover+Stylingbar,37854.0,50000.0,2298.0,Automatik,5,4/5,na,suv,1,1.5,190.0,140.0,without,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5319,Mercedes-Benz X 250 4Matic Power Edition LED+AHK+COM+Rollcover,35895.0,16800.0,2298.0,Automatik,5,4/5,na,suv,1,1.1666666666666665,190.0,140.0,without,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5320,Mercedes-Benz GLC 250 4M Comand+Fahrassist.+Kamera+PDC,37835.0,33177.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,suv,1,0.8333333333333334,211.0,155.0,without,GLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5321,Mercedes-Benz E 200 Coupe Avantgarde+Burmester+Comand,36345.0,35230.0,1991.0,Automatik,4,2/3,Euro6,sport,1,1.0,184.0,135.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
5322,Mercedes-Benz Mercedes Benz E220 AMG Line,38000.0,51248.0,2506.206500956023,Automatik,na,na,na,limousine,na,2.4166666666666665,194.0,143.0,na,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5323,Mercedes-Benz E 220 d Avantgarde Widescreen *LED High Performa,34900.0,17723.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,-0.3333333333333333,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5324,Mercedes-Benz GLE 350 d 4M AMG Line Harman/Comand/Fahrassist.,37980.0,108441.0,2987.0,Automatik,5,4/5,Euro6,suv,2,3.4166666666666665,258.0,190.0,repaired,GLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5325,Mercedes-Benz S500 Lang 4M FondEntertain./SitzKlima/Distronic,37950.0,131316.0,4663.0,Automatik,5,4/5,Euro6,limousine,1,3.8333333333333335,455.0,335.0,without,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5326,Mercedes-Benz V 250 d Edition AMG Lang LED-AHK-Kamera-Navi,38880.0,107922.0,2143.0,Automatik,7,4/5,Euro6,van,1,2.0,190.0,140.0,na,V-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5327,Mercedes-Benz CLS 350 CLS 350 d 4MATIC,34990.0,60000.0,2987.0,Automatik,4,4/5,Euro6,sport,1,3.5833333333333335,258.0,190.0,without,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5329,Mercedes-Benz E 220 d T Avantgarde // AHK/Schiebedach/ Kamera,38735.0,22829.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,na,-0.25,194.0,143.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5330,Mercedes-Benz E200 d AMG Sportstyle Edition WIDESCREEN COCKPIT,36990.0,11500.0,1597.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.16666666666666663,160.0,118.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5331,Mercedes-Benz C 220 d T 4M AMG LINE Comand Distronic Kamera,38475.0,8053.0,1950.0,Automatik,5,4/5,Euro6d,kombi,1,0.08333333333333337,194.0,143.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5332,Mercedes-Benz A 180 Limousine AMG+Pano.-Dach+LED+Kamera+PDC,38489.0,8000.0,1332.0,Automatik,5,4/5,na,limousine,1,-0.75,136.0,100.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5333,Mercedes-Benz C 300 AMG Line+Kamera+AIRSCARF+MUTLIBEAM+Burmest,37700.0,26500.0,1991.0,Automatik,4,2/3,Euro6d-TEMP,cabrio,na,0.8333333333333334,258.0,190.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5334,"Mercedes-Benz Mercedes GLE 350d Comand,360Kamera,Distro...",38500.0,69000.0,2855.186440677966,Automatik,na,na,na,suv,na,2.8333333333333335,258.0,190.0,na,GLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5335,Mercedes-Benz Mercedes E350d - 4Matic Voll Ausstattung,34999.0,65000.0,2506.206500956023,Automatik,na,na,na,limousine,na,2.0833333333333335,258.0,190.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5336,Mercedes-Benz Mercedes-Benz GLC 250 d Coupé AMG Line LED...,38900.0,55600.0,2270.4778911564626,Automatik,na,na,na,suv,na,3.0,204.0,150.0,na,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5337,Mercedes-Benz C 300 Td 4M Allrad Distronik AHK Spurhalte Multi,36990.0,9800.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.16666666666666663,245.0,180.0,without,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5338,Mercedes-Benz E 350 dT 4M Airmatik Distronik Comand MultiBeam,37291.0,44600.0,2987.0,Automatik,5,4/5,Euro6,kombi,1,1.75,258.0,190.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5339,Mercedes-Benz Mercedes Benz c63 AMG,38399.0,95000.0,3312.844155844156,Automatik,na,na,na,limousine,na,7.0,457.0,336.0,na,OTHER,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
5340,Mercedes-Benz C 200 T *AMG*NIGHT*NAVI*PANORAMADACH*AHK*LED*PDC,38990.0,21528.0,1497.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,-0.4166666666666667,184.0,135.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5341,Mercedes-Benz C 200 T AMG Line Hybrid WideScreen Pano Kamera,35990.0,25.0,1497.0,Automatik,5,4/5,Euro6d-TEMP,kombi,na,0.41666666666666663,184.0,135.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hybrid
5342,Mercedes-Benz AMG A 45 4Matic AMG Speedshift 7G-DCT,36999.0,21850.0,1991.0,Automatik,5,4/5,Euro6,limousine,2,2.4166666666666665,381.0,280.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5343,Mercedes-Benz V 220 CDI Lang!! Avantgarde!! Edition!! Ju...,36900.0,58000.0,2086.0126126126124,Automatik,na,na,na,van,na,5.166666666666667,163.0,120.0,na,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5344,Mercedes-Benz Mercedes E 63AMG inkl. Drivers Package,36000.0,98351.0,2506.206500956023,Automatik,na,na,na,kombi,na,9.416666666666666,525.0,386.0,na,E-Klasse,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benzin
5345,Mercedes-Benz CLA 220 SB AMG LINE NIGHT-PAKET+EASY-PACK+KAMARA,35658.0,10336.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.16666666666666663,190.0,140.0,na,CLA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5346,Mercedes-Benz C 250 d COUPE/9G-TRONIC/AMG/NIGHT/PANO/BURMESTER,34490.0,62200.0,2143.0,Automatik,4,2/3,Euro6,sport,2,1.5833333333333333,204.0,150.0,na,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5347,Mercedes-Benz E 220 d T AMG+Fahrassist.+360°+LED+Navi+PDC,36885.0,26773.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.0,194.0,143.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5348,Mercedes-Benz GLC 250 d 4M AMG+360°+Keyless+Navi+PDC,34885.0,32612.0,2143.0,Automatik,5,4/5,Euro6c,suv,2,1.1666666666666665,204.0,150.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5349,Mercedes-Benz V -Klasse V 220d 250 CDI/BT/d AVANTG./EDITION 4,35673.0,75000.0,2143.0,Automatik,7,4/5,Euro6,van,1,4.166666666666667,190.0,140.0,without,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5350,Mercedes-Benz Vito 116 Kasten Extralang Basic/Klima/Zusatzhz.,35786.0,3000.0,1950.0,Schaltgetriebe,3,4/5,Euro6d-TEMP,van,1,-1.0,163.0,120.0,without,Vito,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5351,Mercedes-Benz ML 350 CDI BlueTEC Panoramadach Standheizung Led,35700.0,93500.0,2987.0,Automatik,na,4/5,Euro6,suv,2,5.166666666666667,258.0,190.0,na,M-Klasse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5352,Mercedes-Benz E 220 d T 4M Avantgarde WideScreen Multibeam AHK,35990.0,55107.0,1950.0,Automatik,5,4/5,Euro6,kombi,2,2.5833333333333335,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5353,Mercedes-Benz V 220 d 4M Avantgarde Edition Pano Com Bur DTR+,34900.0,150000.0,2143.0,Automatik,7,4/5,Euro6,van,1,3.0833333333333335,163.0,120.0,na,V-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5354,Mercedes-Benz GLC 350 d 4M AMG Night AIR BODY AHK Memory Sound,35900.0,72400.0,2987.0,Automatik,5,4/5,Euro6,suv,1,2.3333333333333335,258.0,190.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5355,Mercedes-Benz GL 450 GL 450 4MATIC Grand Edition V8,37000.0,108000.0,4663.0,Automatik,7,4/5,Euro5,suv,2,6.166666666666667,367.0,270.0,without,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5356,Mercedes-Benz AMG C 43 4MATIC T-Modell Burmester+Distronic,34989.0,75173.0,2996.0,Automatik,5,4/5,Euro6,kombi,1,2.75,367.0,270.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5357,Mercedes-Benz AMG C 43 4MATIC T-Modell Sitzklima+Burmester,37989.0,34756.0,2996.0,Automatik,5,4/5,Euro6,kombi,1,2.5,367.0,270.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5358,Mercedes-Benz V 250 d lang Klimaautom Temp,38880.0,95139.0,2143.0,Automatik,6,4/5,Euro6,van,2,3.25,190.0,140.0,na,V-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5359,Mercedes-Benz Sprinter 319 CDI Kasten Hochdach Standard COMAND,35581.0,98345.0,2987.0,Automatik,3,4/5,Euro6,van,1,1.5,190.0,140.0,without,Sprinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5360,"Mercedes-Benz SL 55 AMG, KEYLESS-GO, COMAND, WECHSLER",36999.0,71880.0,5439.0,Automatik,2,2/3,Euro4,cabrio,na,17.416666666666668,500.0,368.0,na,SL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Benzin
5361,Mercedes-Benz E 350 d Avantgarde Fahrass 360° Multibeam Distr,35895.0,82364.0,2987.0,Automatik,5,4/5,Euro6,limousine,1,2.5,258.0,190.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5362,Mercedes-Benz E 350 d T Avantgarde Fahrass WideScreen 360°,37947.0,49769.0,2987.0,Automatik,5,4/5,Euro6,kombi,1,2.0,258.0,190.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5363,Mercedes-Benz X 250 d 4M Power Edition+AHK+Rollcover+360°+LED,36500.0,26500.0,2298.0,Automatik,5,4/5,Euro6,suv,3,1.9166666666666667,190.0,140.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5364,Mercedes-Benz CLA 180 d Coupé Fahrassist.+Pano+Kamera+Head-up,37900.0,250.0,1461.0,Automatik,5,4/5,Euro6d-TEMP,sport,1,0.5833333333333333,116.0,85.0,without,CLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5365,Mercedes-Benz C 300 T AHK+Fahrassistenz+Pano+Kamera+EASY-PACK,37750.0,26300.0,1991.0,Automatik,5,4/5,Euro6c,kombi,1,0.9166666666666666,258.0,190.0,without,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5366,Mercedes-Benz C 300 Panorama+MULTIBEAM-LED+360°-Kamera+COMAND,36880.0,2500.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,1.0833333333333335,258.0,190.0,without,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5367,Mercedes-Benz B 250 Progressive+Navi+LED+360°-Kamera+Totwinkel,34480.0,2950.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.5833333333333333,224.0,165.0,without,B-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5368,Mercedes-Benz B 250 AMG+LED+Navi-Prem+Kamera+KEYLESS+EASY-PACK,34950.0,13250.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.6666666666666667,224.0,165.0,without,B-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5369,Mercedes-Benz B 220 d Progressive Fahrass. Pano Navi Multibeam,34490.0,6950.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.41666666666666663,190.0,140.0,without,B-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5370,"Mercedes-Benz GLC 250 4M AMG,Nightp.,Navi,PDC,LED,Kamera,AHK",34678.0,46982.0,1991.0,Automatik,5,4/5,Euro6,suv,1,2.4166666666666665,211.0,155.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5371,Mercedes-Benz A 220 4M Limousine AMG Navi-Premium Kamera Night,36980.0,9350.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.41666666666666663,190.0,140.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5372,"Mercedes-Benz CLA 220 Coupé AMG,Night,Panod.,LED,Navi,Kam.,DAB",37941.0,9998.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,na,0.16666666666666663,190.0,140.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5373,Mercedes-Benz GLC 250 d Cp. 4M AMG 360° ILS LED Navi,38870.0,51425.0,2143.0,Automatik,5,4/5,Euro6,sport,1,2.5,204.0,150.0,without,GLC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5374,Mercedes-Benz G 400 CDI G -Modell Station,35999.0,161000.0,3996.0,Automatik,5,4/5,na,suv,na,17.083333333333332,250.0,184.0,without,G-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5375,Mercedes-Benz GLC 220 d 4M Exclusive Fahrass 360° Distr. HUD,34766.0,27427.0,2143.0,Automatik,5,4/5,Euro6,suv,1,2.0833333333333335,170.0,125.0,na,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5376,Mercedes-Benz E 220 d T 4M Avantgarde WideScreen 360° Stdhzg,36921.0,63766.0,1950.0,Automatik,5,4/5,Euro6,kombi,1,1.0,194.0,143.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5377,Mercedes-Benz E 200 T AMG Line Apple/Widescreen/AHK#241670,37890.0,20567.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,2,0.33333333333333337,184.0,135.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5378,Mercedes-Benz GLA 45 AMG 4M Pano Designo Exclusiv Comand Distr,35890.0,37331.0,1991.0,Automatik,5,4/5,Euro6,suv,2,3.6666666666666665,381.0,280.0,without,CL,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Benzin
5379,Mercedes-Benz GLC 250 d 4Matic*HUD*360°*TRITT*PANO*SITZKLIMA*,34900.0,94100.0,2143.0,Automatik,5,4/5,Euro6,suv,1,2.3333333333333335,204.0,150.0,without,GLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5380,Mercedes-Benz E 350 -Klasse T-Modell d,34490.0,29752.0,2987.0,Automatik,5,4/5,Euro6,kombi,1,2.1666666666666665,258.0,190.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5381,Mercedes-Benz E 220 d Avantgarde Comand LED Kamera PDC,34780.0,8881.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.16666666666666663,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5382,Mercedes-Benz E 220 d AMG LED Standhz Kamera Navi PDC,38980.0,13778.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.16666666666666663,194.0,143.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5383,Mercedes-Benz E 220 d T Exclusive Burmester Comand LED Standhz,38925.0,13042.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.08333333333333337,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5384,Mercedes-Benz E 220 d T Avantgarde LED AHK Kamera Navi PDC,38425.0,9700.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.16666666666666663,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5385,Mercedes-Benz GLA 45 AMG 4M Harman Drivers P. Comand,37735.0,41500.0,1991.0,Automatik,5,4/5,Euro6,suv,1,2.1666666666666665,381.0,280.0,without,GLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5386,Mercedes-Benz C 300 d Avantgarde Comand Spur-P. 360° Night LED,34425.0,11200.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.16666666666666663,245.0,180.0,na,C-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5387,Mercedes-Benz E 220 d T Avantgarde LED AHK Standhz Kamera Navi,38425.0,22458.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.16666666666666663,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5388,Mercedes-Benz C 300 d T AMG Comand Pano.-Dach Spur-P. LED,37925.0,13000.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.08333333333333337,245.0,180.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5389,Mercedes-Benz C 220 d 4M T Avantgarde Fahrassist. Night LED,35425.0,7950.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.08333333333333337,194.0,143.0,without,C-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5390,Mercedes-Benz E 200 Coupé Avantgarde Pano.-Dach LED Kamera,38425.0,13197.0,1991.0,Automatik,4,2/3,Euro6d-TEMP,sport,1,-0.5,197.0,145.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
5391,Mercedes-Benz E 220 d T Comand LED Kamera PDC,37835.0,9053.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,-0.5,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5392,Mercedes-Benz CLA 220 SB AMG Fahrassist. Pano.-Dach Night LED,35425.0,9700.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.25,190.0,140.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5393,Mercedes-Benz E 200 4M AMG Spur-P. LED Kamera Navi PDC,38725.0,15578.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-0.5,197.0,145.0,without,E-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5394,Mercedes-Benz C 300 T AMG Pano.-Dach Spur-P. LED Kamera,36925.0,22900.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.16666666666666663,258.0,190.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5395,Mercedes-Benz E 220 d Avantgarde Pano.-Dach Night LED AHK,37425.0,13300.0,1950.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,0.16666666666666663,194.0,143.0,without,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
5396,Mercedes-Benz C 180 Coupé AMG Designo Pano.-Dach 360° LED AHK,37325.0,14815.0,1497.0,Automatik,4,2/3,Euro6d-TEMP,sport,1,0.25,156.0,115.0,without,C-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5397,Mercedes-Benz CLA 220 SB AMG Pano.-Dach Night LED Kamera,35925.0,17700.0,1991.0,Automatik,5,4/5,Euro6d-TEMP,kombi,1,0.25,190.0,140.0,without,CLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5398,Mercedes-Benz GLE 350 d 4M AHK+Airmatic+Distronic+Panorama+360,38890.0,62417.0,2987.0,Automatik,5,4/5,Euro6,suv,na,3.9166666666666665,258.0,190.0,na,GLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
5399,Mercedes-Benz A 200 #AMG #NIGHT #LED #MBUX HIGH-END #KAMERA,37188.0,9999.0,1332.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-1.0,163.0,120.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5400,Mercedes-Benz A 200 Limousine #AMG #NIGHT #TOTW #MBUX HIGH-END,38254.0,9999.0,1332.0,Automatik,5,4/5,Euro6d-TEMP,limousine,1,-1.0,163.0,120.0,without,A-Klasse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
5401,Mercedes-Benz A 200 Kompaktlimousine LED+Kamera+PDC,38379.0,8000.0,1332.0,Automatik,5,4/5,na,limousine,1,-0.8333333333333334,163.0,120.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
